Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Investor,Founders,Data Year
Edmingle,EdTech,,300000.0,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.,2016.0,"Indovation Fund, Mumbai Angels",Gaurav Doshi,2021
Slice,FinTech,,20000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",2016.0,"Gunosy, Blume Ventures",Rajan Bajaj,2021
Humit,Music,Pre-seed,0.0,Bangalore,Humit is a social networking app for music sharing and discovery.,2020.0,Antler India,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",2021
Airblack,IT startup,Series A,5200000.0,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,2019.0,"Edge Ventures, Elevation Capital","Videt Jaiswal, Vaibhav Raj Gupta",2021
NIRAMAI,HealthCare,,0.0,Bangalore,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",2016.0,CDC Group,Geetha Manjunath,2021
Intervue,SaaS startup,Seed,0.0,New Delhi,World's fastest collaborative environment to take tech interviews.,2021.0,"Titan Capital, Kunal Shah","Rahul Arora, Pushpender Singh Rautela",2021
Nestroots,Fashion,Seed,100000.0,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",2016.0,We Founder Circle,Chhavi Singh,2021
Detect Technologies,Automation,,12000000.0,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,2016.0,"Accel Partners, Elevation Capital",Daniel Raj David,2021
CredR,Automotive,,6500000.0,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,2015.0,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",Sasidhar Nandigam,2021
Fourth Partner Energy,Solar,,125000000.0,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",2010.0,"Norfund, The Rise Fund",Vivek Subramanian,2021
TABLT,HealthCare,Seies A,3000000.0,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,2018.0,Siti Cable,Anish Agarwal,2021
Hesa,IT startup,Seed,2000000.0,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2020.0,"Venture Catalysts, 9unicorns","Vamsi Udayagiri, Hema Nandiraju",2021
Powerhouse91,Consumer goods,Seed,0.0,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",2020.0,Crossbeam Venture Partners,"Shashwat Diesh, Aqib Mohammed",2021
Nalanda Learning,EdTech,,5000000.0,Kolkata,India's 1st Online Preschool with Blended Learning Model,2011.0,Aavishkaar Capital,Tamal Mukherjee,2021
Chargeup,Renewable Energy,Pre-series A,0.0,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",2019.0,Mapmyindia,"Varun Goenka, Akshay Kashyap",2021
Knackit,IT startup,,100000.0,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,2019.0,Jyoti Bansal,"Pranjal Kumar, Akanksha Bhardwaj",2021
Treebo Hotels,Hospitality,Series D,16000000.0,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,2015.0,Accor,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",2021
Raptee Energy,Automotive,,700000.0,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,2019.0,,Phunith Kumar,2021
Meddo,HealthCare,,6000000.0,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,2018.0,"SRI Capital, Picus Capital, Alkemi Capital","Saurabh Kochhar, Dr Naveen Nishchal",2021
Supertails,Pet care,Pre-series A,2600000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021.0,"Saama Capital, DSG Consumer Partners","Vineet Khanna, Varun Sadana, Aman Tekriwal",2021
SkilloVilla,EdTech,Seed,300000.0,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,2020.0,Titan Capital,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",2021
Cancer Clinics,HealthCare,Pre-series A,1500000.0,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",2014.0,Axilor,"Sonali Srungaram, Sasi Sunkara",2021
Velocity,FinTech,Seed,1300000.0,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2020.0,Valar Ventures,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",2021
Happy Jars,Food & Beverages,Seed,400000.0,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",2016.0,Inflection Point Ventures,"Surabhi Talwar, Vikram Sekhar",2021
Inshorts,Media,,40000000.0,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2013.0,"Addition, SIG Global India Fund","Anunay Pandey, Azhar Iqubal, Deepit Purkayastha",2021
ExtraaEdge,MarTech,Pre-series A,1000000.0,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,2015.0,"9Unicorns Accelerator Fund, Indian Angel Network","Abhishek Ballabh, Sushil Mundada",2021
Zotalabs,Tech Startup,Seed,1250000.0,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2019.0,Alfa Ventures,"Nausherwan Shah, Wasim Khan",2021
Voiro,Advertisement,Pre-series A,1800000.0,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,2014.0,1Crowd,"Anand Gopal, Kavita Shenoy",2021
Dream Sports,Gaming,,400000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",2008.0,"TCV, D1 Capital Partners, Falcon Edge.","Bhavit Sheth, Harsh Jain",2021
Safex Chemicals,AgriTech,,50000000.0,New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,1991.0,BanyanTree Finance Pvt. Ltd.,"SK Jindal, SK Chaudhary",2021
Instoried,Content creation,,0.0,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,2018.0,"EXPERT DOJO, Mumbai Angels","Sharmin Ali, Sutanshu Raj",2021
Rupifi,FinTech,Pre-series A,4100000.0,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2019.0,Quona Capital,Anubhav Jain,2021
Moneyboxx,FinTech,Debt,3000000.0,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,1994.0,"Ashv Finance, BlackSoil Capital",Deepak Aggarwal,2021
CityMall,E-commerce,Series A,11000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2019.0,"WaterBridge Ventures, SAIF Partners","Angad Kikla, Divij Goyal",2021
Janani,Heathcare,Seed,1000000.0,Bangalore,Janani.ai is a fertility care provider.,2020.0,"Sweta Rau, 9Unicorns Accelerator Fund",Nilay Mehrotra,2021
ReshaMandi,AgriTech,Seed,1700000.0,Bangalore,India's 1st award winning technology led digital ecosystem for Silk,2020.0,"Omnivore, Strive Ventures",Utkarsh Apoorva,2021
Bombay Shaving Company,Lifestyle,,2000000.0,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2015.0,"Rajesh Sud, KULDEEP JAIN","Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande",2021
DotPe,FinTech,Series A,27000000.0,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2019.0,"PayU, Google","Anurag Gupta, Gyanesh Sharma, Shailaz Nag",2021
Homingos,Augmented reality,,0.0,Bangalore,Homingos is an Augmented reality (AR)-based social networking platform.,2018.0,"Sundi Natarajan, Srinivas Anumolu","Shourya Agarwal, Malhar Patil, Rajat Gupta",2021
Anar Business Community,Tech Startup,,0.0,Mumbai,Anar is a communications and networking platform for businesses around the world.,2020.0,"Titan Capital, First Cheque","Nishank Jain, Sanjay Bhat",2021
Five Star Finance,FinTech,,234000000.0,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,1984.0,"TPG Capital Asia, Epiq Capital",V K Ranganathan,2021
Settlrs,Rental space,Pre-series A,0.0,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",2018.0,MaGEHold Pte. Ltd.,"Gaurav Ranebennur, Nishanth Janadri",2021
BYJU'S,EdTech,Series F,460000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2011.0,"BlackRock, Owl Ventures","Byju Raveendran, Divya Gokulnath",2021
Annapurna Finance,FinTech,,30000000.0,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,2009.0,"Asian Development Bank, Oman India Joint Investment Fund",Gobinda Chandra Pattnaik,2021
HealthPlix,HealthCare,Series B,13500000.0,Bangalore,HealthPlix is a healthtech startup,2014.0,"JSW Ventures, Kalaari Capital","Raghuraj Sunder Raju, Sandeep Gudibanda",2021
Masai School,EdTech,Series A,5000000.0,Bangalore,Masai School is a job-oriented software training services.,2019.0,"Unitus Ventures, Omidyar Network India",Prateek Shukla,2021
Bewakoof,D2C Fashion,,4000000.0,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",2011.0,"IvyCap Ventures, Pratithi Investment Trust",Prabhkiran Singh,2021
IndiaLends,FinTech,,5100000.0,New Delhi,IndiaLends is a digital lending and borrowing marketplace.,2014.0,"ACPI Investments, AdvantEdge Founders","Gaurav Chopra, Mayank Kachhwaha",2021
Stelis Biopharma,BioTechnology,Series B,195000000.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,2007.0,"RouteOne, Mankekar Family Office",Pudhucode Radhakrishnan Kannan,2021
Tilt,Bike Rental,,125000.0,Bangalore,A bike-share for Indian campuses,2016.0,Y Combinator,Deepak VS,2021
NeoDove,AI startup,Seed,15000000.0,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2020.0,India Quotient,Aprit Khandelwal,2021
Zaara Biotech,BioTechnology,,10000000.0,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2016.0,TCN International Commerce,Najeeb Bin Haneef,2021
KreditBee,FinTech,Seed,75000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2018.0,"Alpine Capital, PremjiInvest","Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong",2021
True Balance,FinTech,Debt,10000000.0,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2014.0,"Bon Angels Venture Partners, Daesung Private Equity","Cheolwon Lee, Jay Yi, Martin Lee",2021
Muvin,FinTech,Seed,1000000.0,Bangalore,Youth Neobank enabling financial solutions for the teenagers and young people,2020.0,,Mukund V Rao,2021
Purplle,Beauty products,,45000000.0,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2011.0,"Spring Marketing Capital, Verlinvest","Manish Taneja, Rahul Dash",2021
FloBiz,Tech Startup,Series A,10000000.0,Bangalore,India’s first neobusiness platform,2019.0,Elevation Capital,Rahul Raj,2021
Jeevam Health,Health care,Pre-seed,1500000.0,New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,2020.0,Y Combinator,"Kamran alam, Piyush vishwakarma",2021
NewLink Group,Tech Startup,,200000000.0,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2016.0,Bain Capital,"Yang Wang, Zhen Dai",2021
OZiva,Heathcare,Series B,12000000.0,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,2016.0,"F-Prime Capital, Eight Roads Ventures India","Aarti, Mihir Gadani",2021
Blive,Tourism,Pre-series A,1000000.0,Panaji,B: Live is an electric vehicle tourism startup.,2004.0,"Mumbai Angels, DNA Entertainment Networks","Samarth Kholkar, Sandeep Mukherjee",2021
Nazara Technologies,Gaming,,30000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2000.0,"Hornbill Capital Advisers, Plutus Wealth Management",Nitish Mittersain,2021
Euler Motors,Automotive,Series A,2600000.0,New Delhi,Electric Light Commercial Vehicle,2018.0,"ADB Ventures, Jetty Ventures",Saurav Kumar,2021
Pixxel,SpaceTech,Seed,7300000.0,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2019.0,"Techstars, Ryan Johnson","Awais Ahmed, Kshitij Khandelwal",2021
Prescinto,Solar,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2016.0,"Venture Catalysts, 9Unicorns Accelerator Fund",Puneet Jaggi,2021
MyGlamm,Beauty products,Series C,20000000.0,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2015.0,Bessemer Venture Partners,Darpan Sanghvi,2021
Chirrup,Gaming,Pre-seed,300000.0,Bangalore,Video integrated social-gaming platform,2020.0,"Titan Capital, iSeed, First Cheque, 3.0 Fund.","Vipul Garg, Sourav Lashkari, Mehul Mittal",2021
Policybazaar,Insurance,,75000000.0,Gurugram,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2008.0,"Falcon Edge Capital, White Oak Global Advisors","Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya",2021
Livve Homes,Rental space,,5000000.0,Bangalore,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2017.0,Angel investors,Maya Lakshman,2021
Juicy Chemistry,HealthCare,Series A,6300000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2014.0,Akya Ventures,"Megha, Pritesh Asher.",2021
Svasti Microfinance,FinTech,,4000000.0,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,2008.0,"Kayenne Ventures, Nordic Microfinance Initiative","Arunkumar Padmanabhan, Narayanan Subramaniam",2021
Nexprt,Consulting,,2000000.0,New Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2020.0,Titan Capital,Harsha Vardhan K,2021
Wysa,AI startup,,0.0,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,2015.0,"Kae Capital, Pi Ventures","Jo Aggarwal, Ramakant Vempati",2021
Ankur capital,FinTech,,40000000.0,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2011.0,,Ritu Verma,2021
Indifi,FinTech,Debt,5000000.0,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2015.0,"Elevar Equity, Accel India","Alok Mittal, Siddharth Mahanot, Sundeep Sahi",2021
Firmway,FinTech,Pre-seed,0.0,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2016.0,,"Prashant Gupta, Vivek Chandan",2021
Say Cheese,FemTech,Seed,1000000.0,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2020.0,,Rajpreet Kaur,2021
Indic Inspirations,Cultural,,300000.0,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2019.0,Marquee investors,Sunil Jalihal,2021
Bimaplan,FinTech,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,2020.0,"Titan Capital, Y Combinator",Vikul Goyal,2021
YAP,FinTech,Series B,10000000.0,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2014.0,"Jitendra Gupta, Better Capital","Madhusudanan R, Prabhu R",2021
Leap Finance,FinTech,Series B,17000000.0,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,2019.0,Jungle Ventures,Vaibhav Singh,2021
BlackSoil NBFC,FinTech,,3000000.0,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2010.0,,Mohinder Pal Bansal,2021
OYO,Hospitality,,200000000.0,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2012.0,Hindustan Media Venture,Ritesh Agarwal,2021
Max Healthcare,HealthCare,,140000000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2000.0,"Radiant Life Care Private Ltd, Life Healthcare",Analjit Singh,2021
4baseCare,HealthTech,Pre-series A,2000000.0,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2018.0,"Mount Judi Ventures, growX Ventures, Season Two Ventures","Hitesh Goswami, Kshitij Rishi",2021
Ezstays,EdTech,Seed,400000.0,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2019.0,Richard Rekhy,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",2021
Stylework,Co-working,Pre-series A,500000.0,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2017.0,Inflection Point Ventures,Sparsh Khandelwal,2021
Kinara Capital,FinTech,,6000000.0,Bangalore,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2011.0,"GAWA Capital, Gaja Capital",Hardika Shah,2021
Riskcovry,InsureTech,Series A,5000000.0,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2018.0,"Better Capital, Bharat Inclusion Seed Fund","Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil",2021
NODWIN,Gaming,,20000000.0,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2012.0,Krafton,Gautam Virk,2021
Quizizz,EdTech,Series A,12500000.0,Bangalore,Quizizz is a Education based startup,2015.0,"Eight Roads Ventures India, Nexus Venture Partners","Ankit Gupta, Deepak Joy Cheenath",2021
Ecom Express,E-commerce,,20000000.0,New Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2012.0,"CDC Group, Partners Group","K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan",2021
Turtlemint,InsureTech,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2015.0,Jungle Ventures,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",2021
Captain Fresh,Supply chain platform,Seed,3000000.0,Bangalore,Captain Fresh is a freshwater fish and seafood supply chain platform.,2019.0,"Matrix Partners India, Ankur Capital",Utham Gowda,2021
Northern Arc,FinTech,Debt,10000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2008.0,"U.S. International Development Finance Corp, Asian Development Bank",Kshama Fernandes,2021
Qoohoo,Social platform,Seed,800000.0,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,2020.0,Angel investors,"Vimal Singh Rathore, Aseem Gupta",2021
IGL,Gaming,,500000.0,Mumbai,Indian Gaming League is the premier eSports platform in India.,2016.0,"Hungama, Hindustan Talkies",Yash Pariani,2021
AMPM,E-commerce,,200000.0,Gurugram,24*7 convenience store,2018.0,Agility Venture Partners,Shubham Gupta,2021
The ePlane,Drone,Seed,1000000.0,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2016.0,"Speciale Invest, Farid Ahsan","Pranjal Mehta, Satyanarayanan Chakravarthy",2021
Cashify,E-commerce,,15000000.0,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2009.0,"Bessemer Venture Partners, CDH Investments","Amit Sethi, Mandeep Manocha, Nakul Kumar",2021
Bijnis,B2B service,,0.0,New Delhi,Digitizing the Factories of the Unorganised Industries.,2014.0,"Sequoia Capital India, Matrix Partners India","Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij",2021
Questt,EdTech,Seed,1000000.0,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2020.0,"Chiratae Ventures, AET Fund","Akhil Singh, Mohsin, Rohit Pande",2021
DealShare,E-commerce,Debt,3000000.0,Jaipur,DealShare is a Social Commerce Startup,2018.0,"Omidyar Network, Falcon Edge Capital","Sankar Bora, Sourjyendu Medda, Vineet Rao",2021
Euler Motors,Automotive,Series A,4000000.0,New Delhi,Electric Light Commercial Vehicle,2018.0,"Jetty Ventures, Srinivas Anumolu",Saurav Kumar,2021
Blume Ventures,FinTech,,40000000.0,Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2011.0,Avendus,"Karthik Reddy, Sanjay Nath",2021
KoineArth,Blockchain startup,Pre-series A,1800000.0,Bangalore,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2018.0,YourNest,Praphul Chandra,2021
ImaginXP,EdTech,,1500000.0,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2013.0,Venture Catalysts,Vidhika Rohatgi,2021
Virohan,EdTech,,0.0,Gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2018.0,"National Skill Development Corporation, Rianta Capital","Archit Jayasal, Kunaal Dudeja, Nalin Saluja",2021
Apna.co,Recruitment,,12500000.0,Bangalore,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2019.0,"Sequoia Capital India, Rocketship.vc",Nirmit Parikh,2021
ideaForge,Drone,,2000000.0,Mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2007.0,"Infosys, Qualcomm Ventures","Ankit Mehta, Ashish Bhat",2021
Clairco,CleanTech,,500000.0,Bangalore,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2018.0,"Real Estate Accelerator Program (REAP), AngelList",Aayush Jha,2021
Northern Arc,FinTech,Debt,50000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2008.0,"Asian Development Bank, U.S. International Development Finance Corp",Kshama Fernandes,2021
Lenskart,Fashion,,95000000.0,"Faridabad, Haryana",Lenskart is an India-based online shopping portal for eyewear.,2010.0,"Kohlberg Kravis Roberts, Temasek Holdings","Amit Chaudhary, Peyush Bansal",2021
ParkSmart,Automotive,Seed,0.0,New Delhi,ParkSmart is a parking management application.,2018.0,"Shireen Rangaswamy, Dilesh Gathani","Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma",2021
Virohan,EdTech,Series A,3000000.0,Gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2018.0,"Rebright Partners, Wadhwani Foundation","Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja",2021
BankSathi,FinTech,Seed,200000.0,New Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2019.0,"Dinesh Godara, Aditya Talwar",Jitendra Dhaka,2021
Spark Studio,EdTech,Seed,0.0,Bangalore,Online courses to build creativity and confidence in children through extra-curricular learning,2020.0,Better Capital,Anushree Goenka,2021
BlissClub,Fashion,Seed,2000000.0,Bangalore,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2020.0,Elevation Capital,Minu Margeret,2021
BricSpaces,Real estate,Pre-seed,350000.0,Bangalore,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2018.0,Angel investors,Madhusudhan,2021
ANSR,Consulting,Series B,15000000.0,Bangalore,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2008.0,"Sistema Asia Capital, Evolvence India Fund",Lalit Ahuja,2021
Keito,AI company,Seed,0.0,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2016.0,"Rajesh Agarwal, Nandkishore Mundada",Amal P S,2021
Reccy Adventures,Sports startup,Seed,400000.0,Gurugram,Reccy Adventures is an adventure sports startup.,2019.0,"Kallol Banerjee, Jaydeep Barman","Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal",2021
Magenta EV,Renewable Energy,Series A,15000000.0,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,2017.0,"JITO Angel Network, LetsVenture","Maxson Lewis, Darryl Dias",2021
Karbon Card,FinTech,Pre-series A,1000000.0,Bangalore,Karbon Card is a financial platform for Indian entrepreneurs.,2019.0,"MyAsia VC, Orios Venture Partners","Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar",2021
Wysa,AI company,Series A,5000000.0,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,2015.0,"W Health Ventures, Pi Ventures","Jo Aggarwal, Ramakant Vempati",2021
Agnikul,SpaceTech,Series A,11000000.0,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2017.0,"Artha India Ventures, Sriram Krishnan","Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran",2021
LegalPay,FinTech,Seed,0.0,New Delhi,A trusted financial partner for advocates and corporate.,2019.0,9Unicorns,Kundan Shahi,2021
Glamplus,SaaS startup,Pre-series A,200000.0,Bangalore,India's #1 SaaS based Salon experience Software,2020.0,Inflection Point Ventures,Divyanshu Singh,2021
Tekie,EdTech,Seed,1500000.0,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2017.0,"GSV, Multiply Ventures","Anand Verma, Naman Mukund",2021
Asirvad Microfinance,FinTech,,15000000.0,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2007.0,"WorldBusiness Capital, Northern Arc",Raja Vaidyanathan,2021
Avalon Labs,FinTech,Pre-series A,0.0,Bangalore,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2017.0,"Tanglin Ventures, Better Capital, Whiteboard Capital",Varun Mayya,2021
Betterhalf.ai,Matrimony,Pre-series A,3000000.0,Bangalore,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2016.0,"Y Combinator, Rehan A Khan","Rahul Namdev, Pawan Gupta",2021
Koo,Social Media,Series B,30000000.0,Bangalore,Koo App operates as a microblogging app.,2020.0,"Balaji Srinivasan, Naval Ravikant","Aprameya Radhakrishna, Mayank Bidawatka",2021
Rezo.ai,AI startup,Seed,0.0,Noida,Conversational AI platform - Innovate the way you communicate,2017.0,"Devesh Sachdev, Bhavesh Manglani","Manish Gupta, Rashi Gupta",2021
Mentoria,EdTech,Pre-series A,200000.0,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2015.0,"Pradeep K Jaisingh, Jayant Mehrotra","Ashish Arora, Nikhar Arora, Sameer Bhakhri",2021
Cuvette Tech,Human Resources,Seed,1800000.0,Bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2020.0,"Varun Alagh, Harish Daiya","Atul Singhal, Sudhanshu Singh",2021
Clensta,BioTechnology,,600000.0,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2016.0,"IAN Fund, World Startup Factory",Puneet Gupta,2021
FarMart,AgriTech,Pre-series A,24000000.0,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2015.0,"Omidyar Network India, Avaana Capital","Alekh Sanghera, Mehtab Singh Hans",2021
